Document,Topic,Name,Representation
 trump is always trump dont believe everything you can see that on tariff talk before,165,165_understand_estate_clear_he,"['understand', 'estate', 'clear', 'he', 'tantrums', 'morning', 'obviously', 'opinion', 'speech', 'business']"
  trump is effectively a neoliberal as well he conducted tariff policy in the shittiest way you possibly can which has turned off a lot of americans to tariffs when they were becoming a widely accepted thing even by the dem base,165,165_understand_estate_clear_he,"['understand', 'estate', 'clear', 'he', 'tantrums', 'morning', 'obviously', 'opinion', 'speech', 'business']"
" the market drop after trumps tariff policy provided many buying opportunities i followed  bought  stocks and made  in one month
this is amazing i love you jesse",166,166_amazing_provided_opportunities_followed,"['amazing', 'provided', 'opportunities', 'followed', 'bought', 'love', 'drop', 'month', 'buying', 'stocks']"
" the market drop after trumps tariff policy provided many buying opportunities i followed  bought  stocks and made  in one month
this is amazing i love you jesse",166,166_amazing_provided_opportunities_followed,"['amazing', 'provided', 'opportunities', 'followed', 'bought', 'love', 'drop', 'month', 'buying', 'stocks']"
" the market drop after trumps tariff policy provided many buying opportunities i followed  bought  stocks and made  in one month
this is amazing i love you jesse",166,166_amazing_provided_opportunities_followed,"['amazing', 'provided', 'opportunities', 'followed', 'bought', 'love', 'drop', 'month', 'buying', 'stocks']"
" the market drop after trumps tariff policy provided many buying opportunities i followed  bought  stocks and made  in one month
this is amazing i love you jesse",166,166_amazing_provided_opportunities_followed,"['amazing', 'provided', 'opportunities', 'followed', 'bought', 'love', 'drop', 'month', 'buying', 'stocks']"
listening to premarket report  monday th may us markets drop on trump euro tariff  spi down   wtc acquisition  gold and oil rally at  ,166,166_amazing_provided_opportunities_followed,"['amazing', 'provided', 'opportunities', 'followed', 'bought', 'love', 'drop', 'month', 'buying', 'stocks']"
  or the whiskey producer could open up a distillery in the us to avoid the tariff altogether,167,167_ban_achieve_imposing_sitting,"['ban', 'achieve', 'imposing', 'sitting', 'barely', 'missing', 'store', 'shelves', 'or', 'selling']"
 all the us liquor is sitting in a warehouse in canada they were not selling it to the liquor stores but i never saw any liquors i could not get all the bourbons were still sitting on the shelves so you have no clue whats going on carney stopped the tariff april  and lied,167,167_ban_achieve_imposing_sitting,"['ban', 'achieve', 'imposing', 'sitting', 'barely', 'missing', 'store', 'shelves', 'or', 'selling']"
    what would imposing a tariff or ban on us liquor achieve,167,167_ban_achieve_imposing_sitting,"['ban', 'achieve', 'imposing', 'sitting', 'barely', 'missing', 'store', 'shelves', 'or', 'selling']"
 as part of trump tariff bs our provincial government not bringing in any us booze ive stocked up on weller special reserve lol,167,167_ban_achieve_imposing_sitting,"['ban', 'achieve', 'imposing', 'sitting', 'barely', 'missing', 'store', 'shelves', 'or', 'selling']"
  time for canada to impose a tariff on all us alcohol entering the country  minimum,167,167_ban_achieve_imposing_sitting,"['ban', 'achieve', 'imposing', 'sitting', 'barely', 'missing', 'store', 'shelves', 'or', 'selling']"
im not buying anything from the us until that idiot trump is dethroned trumptariff,168,168_minutes_trumptariff_firms_consumers,"['minutes', 'trumptariff', 'firms', 'consumers', 'pass', 'cost', 'fed', 'costs', 'thousands', 'plan']"
   put trumptariff on every receipt we need to see what  has cost us,168,168_minutes_trumptariff_firms_consumers,"['minutes', 'trumptariff', 'firms', 'consumers', 'pass', 'cost', 'fed', 'costs', 'thousands', 'plan']"
 as a prime member i expect the trumptariff cost to be itemized on my receipts  grow a spine,168,168_minutes_trumptariff_firms_consumers,"['minutes', 'trumptariff', 'firms', 'consumers', 'pass', 'cost', 'fed', 'costs', 'thousands', 'plan']"
trumptariff make maga hats more expensive  ,168,168_minutes_trumptariff_firms_consumers,"['minutes', 'trumptariff', 'firms', 'consumers', 'pass', 'cost', 'fed', 'costs', 'thousands', 'plan']"
us firms plan to pass trump tariff costs to consumers fed minutes ,168,168_minutes_trumptariff_firms_consumers,"['minutes', 'trumptariff', 'firms', 'consumers', 'pass', 'cost', 'fed', 'costs', 'thousands', 'plan']"
" the trump national tariff tax takes  billion from hard working americans in just one month and sends it to washington 

now imagine how much the trump tax will cost americans in a year 

maga the party of raising taxes",169,169_imagine_americans_sends_month,"['imagine', 'americans', 'sends', 'month', 'party', 'raising', 'national', 'hard', 'washington', 'tax']"
" the trump national tariff tax brings in  billion from hard working americans in just  month and sends it to washington 

now imagine how much the trump tax will cost americans in a year 

maga the party of raising taxes",169,169_imagine_americans_sends_month,"['imagine', 'americans', 'sends', 'month', 'party', 'raising', 'national', 'hard', 'washington', 'tax']"
so much winning also white house disclosed that in the month of april the tariff brought in an income of  billion  at this rate in the next  months us will rake in  billion  this will contribute to a tax break for middle class america,169,169_imagine_americans_sends_month,"['imagine', 'americans', 'sends', 'month', 'party', 'raising', 'national', 'hard', 'washington', 'tax']"
" the trump national tariff tax takes  billion from hard working americans in just one month and sends it to washington 

now imagine how much the trump tax will cost americans in a year 

maga the party of raising taxes",169,169_imagine_americans_sends_month,"['imagine', 'americans', 'sends', 'month', 'party', 'raising', 'national', 'hard', 'washington', 'tax']"
"                                                the trump national tariff tax takes  billion from hard working americans in just one month  

now  imagine how much the trump tax will cost americans in a year 

maga the party of raising taxes",169,169_imagine_americans_sends_month,"['imagine', 'americans', 'sends', 'month', 'party', 'raising', 'national', 'hard', 'washington', 'tax']"
anyone actually have a statement from chinas side i saw the trump tweet but wtf does a full reset mean as in you are starting negotiations tabula rasa tmrw or we go back to the old tariff levels and we can put this unfortunate chapter behind us,170,170_reset_total_negotiated_talks,"['reset', 'total', 'negotiated', 'talks', 'progress', 'says', 'underway', 'great', 'uschina', 'being']"
"president trump has announced a total reset in uschina trade relations as top officials from both countries met in geneva to restart negotiations aimed at ending the longrunning tariff war

us treasury secretary scott bessent and chinese vice premier he lifeng led the ",170,170_reset_total_negotiated_talks,"['reset', 'total', 'negotiated', 'talks', 'progress', 'says', 'underway', 'great', 'uschina', 'being']"
" trumps tariff reset changes the game

 trump capped china tariffs at   and called them locked in

 china responded with just  countertariffs

 no more hikes coming  less uncertainty

 this eases pressure on global markets and opens the door for riskon ",170,170_reset_total_negotiated_talks,"['reset', 'total', 'negotiated', 'talks', 'progress', 'says', 'underway', 'great', 'uschina', 'being']"
 guessing it will literally be a reset back to before the tariffs with maybe the  base tariff on china maga will claim major deal because the tariffs dropped that trump created,170,170_reset_total_negotiated_talks,"['reset', 'total', 'negotiated', 'talks', 'progress', 'says', 'underway', 'great', 'uschina', 'being']"
"trump says us and china negotiated total reset in tariff talks
 ",170,170_reset_total_negotiated_talks,"['reset', 'total', 'negotiated', 'talks', 'progress', 'says', 'underway', 'great', 'uschina', 'being']"
"breaking renowned business expert scott galloway hammers donald trump as stupid and says that hes blackout drunk at the wheel of the global economy as his tariffs destabilize the entire world

he also alleged that trumps sudden tariff reversal enriched his maga cronies ",171,171_admits_economist_genius_top,"['admits', 'economist', 'genius', 'top', 'may', 'president', 'john', 'reversal', 'all', 'economy']"
"top wall street economist who was critical of president trumps economic program declares he outsmarted all of us

the economists reversal proves the tariff strategy worked initial chaos forced china to slash their tariffs from  to  while the us dropped from  to ",171,171_admits_economist_genius_top,"['admits', 'economist', 'genius', 'top', 'may', 'president', 'john', 'reversal', 'all', 'economy']"
is trump a genius top economist and tariff skeptic admits president may have outsmarted us all on the economy  the independent ,171,171_admits_economist_genius_top,"['admits', 'economist', 'genius', 'top', 'may', 'president', 'john', 'reversal', 'all', 'economy']"
  oh that infamous ron varra who is the smarter than all the financial strategists combined dead or alive the whole america should thank ron varra maybe he and trump should teach about bankruptcy and tariff classes,171,171_admits_economist_genius_top,"['admits', 'economist', 'genius', 'top', 'may', 'president', 'john', 'reversal', 'all', 'economy']"
trump and the tariff hike stroke of genius or recipe for chaos my brilliant friendsmasters in politics and economicssay hes lost it me im on the fence and you have you figured it out is he crazy or a mastermind share your theory in the comments trumptariff,171,171_admits_economist_genius_top,"['admits', 'economist', 'genius', 'top', 'may', 'president', 'john', 'reversal', 'all', 'economy']"
 the bipartisan cbo estimates that  trumps tariff plan would cut fed deficits by t over  years while also shrinking the us economy and potentially increasing inflation ,172,172_congressional_deficits_budget_trillion,"['congressional', 'deficits', 'budget', 'trillion', 'sweeping', 'office', 'purchasing', 'households', 'reducing', 'according']"
" president donald trumps tariff policies in effect as of midmay would help to shrink us fiscal deficits by an estimated  trillion according to the nonpartisan congressional budget office
",172,172_congressional_deficits_budget_trillion,"['congressional', 'deficits', 'budget', 'trillion', 'sweeping', 'office', 'purchasing', 'households', 'reducing', 'according']"
 based solely on the congressional budget office cbo report dated june   titled the budgetary and economic effects of the tariff increases enacted by president trump through may   the claim is true the tariffs are projected to reduce the federal deficit by,172,172_congressional_deficits_budget_trillion,"['congressional', 'deficits', 'budget', 'trillion', 'sweeping', 'office', 'purchasing', 'households', 'reducing', 'according']"
 obbb is a poor way to gauge the budget anyway if trump continues to address bad spending and i will call questionable spending along with tariff revenue we do have a golden era we need it to continue in  years,172,172_congressional_deficits_budget_trillion,"['congressional', 'deficits', 'budget', 'trillion', 'sweeping', 'office', 'purchasing', 'households', 'reducing', 'according']"
 trumps sweeping tariff plan would cut deficits by  trillion over a year period while shrinking the economy raising the inflation rate and reducing the purchasing power of households overall according to an analysis released wednesday by the congressional budget office,172,172_congressional_deficits_budget_trillion,"['congressional', 'deficits', 'budget', 'trillion', 'sweeping', 'office', 'purchasing', 'households', 'reducing', 'according']"
"xrp breakout imminent
sec settlement any day
fed cuts julysept
crypto bill signed by trump by sept
tariff deals incoming
bull flag dailyweekly
cup amp handle monthlyyearly fully formed

everything is aligning xrp crypto ",173,173_swamp_crypto_protest_solid,"['swamp', 'crypto', 'protest', 'solid', 'trend', 'heavily', 'bullish', 'payment', 'moving', 'past']"
trump has to finish leveling the playing field with all the tariff deals before xrp gets its chance,173,173_swamp_crypto_protest_solid,"['swamp', 'crypto', 'protest', 'solid', 'trend', 'heavily', 'bullish', 'payment', 'moving', 'past']"
"xtwitter is full of fake news reported by crypto scammers and even reuters that was apparently leaked by the white house that the eu was prepared to accept the  tariff which it has come out and denied this platform is a cesspool
 ",173,173_swamp_crypto_protest_solid,"['swamp', 'crypto', 'protest', 'solid', 'trend', 'heavily', 'bullish', 'payment', 'moving', 'past']"
" xrp is up  in just past days good job we got out of the mucky swamp tariff and protest war cant stop us cause trumps economy is rock solid hard and moving heavily upward trend with the rsi and we have a bullish divergence 

we should see new price discovery soon maybe",173,173_swamp_crypto_protest_solid,"['swamp', 'crypto', 'protest', 'solid', 'trend', 'heavily', 'bullish', 'payment', 'moving', 'past']"
" xrp is up  in just past days good job we got out of the mucky swamp tariff and protest war cant stop us cause trumps economy is rock solid hard and moving heavily upward trend with the rsi and we have a bullish divergence 

we should see new price discovery soon maybe",173,173_swamp_crypto_protest_solid,"['swamp', 'crypto', 'protest', 'solid', 'trend', 'heavily', 'bullish', 'payment', 'moving', 'past']"
trump advisers took advantage of navarros absence to push for tariff pause  the wall street journal ,174,174_navarro_lutnick_peter_bessent,"['navarro', 'lutnick', 'peter', 'bessent', 'wsj', 'pause', 'oval', 'advantage', 'took', 'convince']"
 looks like trump lutnick amp navarro working on the tariff implementation to me,174,174_navarro_lutnick_peter_bessent,"['navarro', 'lutnick', 'peter', 'bessent', 'wsj', 'pause', 'oval', 'advantage', 'took', 'convince']"
"so that morning when navarro was scheduled to meet with economic adviser kevin hassett in a different part of the white house bessent and lutnick made their move according to multiple people

",174,174_navarro_lutnick_peter_bessent,"['navarro', 'lutnick', 'peter', 'bessent', 'wsj', 'pause', 'oval', 'advantage', 'took', 'convince']"
  now if they can keep trump away from tariffcrazed navarro and lutnick we may all be better off,174,174_navarro_lutnick_peter_bessent,"['navarro', 'lutnick', 'peter', 'bessent', 'wsj', 'pause', 'oval', 'advantage', 'took', 'convince']"
trump advisers took advantage of navarros absence to push for tariff pause  wsj,174,174_navarro_lutnick_peter_bessent,"['navarro', 'lutnick', 'peter', 'bessent', 'wsj', 'pause', 'oval', 'advantage', 'took', 'convince']"
"  i think you might have that backwards my dude

ping is an autocrat who is so busy trying to solve his countrys devastating population problem brought on by  years of a  child policy that he has zero political capital to go toe to toe with us in a long term tariff war",175,175_hes_understand_subsidies_he,"['hes', 'understand', 'subsidies', 'he', 'would', 'him', 'imposing', 'countries', 'government', 'thought']"
 too funny he thought he would impose a forced additional payment tariff on imports to us government coffers and then bully us businesses to pick up the tab wo passing on the cost,175,175_hes_understand_subsidies_he,"['hes', 'understand', 'subsidies', 'he', 'would', 'him', 'imposing', 'countries', 'government', 'thought']"
 the other nations that tariff the us cut their rates hes a disappointment,175,175_hes_understand_subsidies_he,"['hes', 'understand', 'subsidies', 'he', 'would', 'him', 'imposing', 'countries', 'government', 'thought']"
" the country so the us government will pay for the tariff on imports that they themselves are imposing now

what is he talking about",175,175_hes_understand_subsidies_he,"['hes', 'understand', 'subsidies', 'he', 'would', 'him', 'imposing', 'countries', 'government', 'thought']"
"how can any country negotiate with th us when it is governed by a capricious narcissist

birthday tariff exemption

next

bad diarrhea duties

its all about him",175,175_hes_understand_subsidies_he,"['hes', 'understand', 'subsidies', 'he', 'would', 'him', 'imposing', 'countries', 'government', 'thought']"
 tariff instabilities and back and forth announcements by trump creates chaos dont just hang on this solution to make housing affordable find alternatives to ease home affordability do your job,176,176_housing_home_worry_administrations,"['housing', 'home', 'worry', 'administrations', 'immigration', 'republican', 'debt', 'even', 'increases', 'houses']"
for a country that is short on housing it is beyond belief not to worry about us  tariff one that also affects those not built yet homesoh wait we wont have to worry about tariffs just carbon taxcanadians must hate themselves,176,176_housing_home_worry_administrations,"['housing', 'home', 'worry', 'administrations', 'immigration', 'republican', 'debt', 'even', 'increases', 'houses']"
 in  americans ditch homes and car purchases as tariffs trigger economic panic  o yea good luck even affording a home like really with the tariffs lol,176,176_housing_home_worry_administrations,"['housing', 'home', 'worry', 'administrations', 'immigration', 'republican', 'debt', 'even', 'increases', 'houses']"
"whoa

i think the housing minister needs to answer for this at a time when affordability is out of reach for an entire generation they impose a tariff because trump",176,176_housing_home_worry_administrations,"['housing', 'home', 'worry', 'administrations', 'immigration', 'republican', 'debt', 'even', 'increases', 'houses']"
   most of us will stay home because they are supporting trumps budget and tariff lunacy no better than bernie,176,176_housing_home_worry_administrations,"['housing', 'home', 'worry', 'administrations', 'immigration', 'republican', 'debt', 'even', 'increases', 'houses']"
 ok so he and his team get upset when canada put a tariff on bourbon from kentucky or tennessee or wherever but its ok for him to ban cars being sold in the us by  check notes drug companies drug companies,177,177_cars_canada_says_made,"['cars', 'canada', 'says', 'made', 'drug', 'reuters', 'canadian', 'could', 'go', 'increase']"
trump says  tariff on cars made in canada could go up  reuters smartnews  ,177,177_cars_canada_says_made,"['cars', 'canada', 'says', 'made', 'drug', 'reuters', 'canadian', 'could', 'go', 'increase']"
" trump outright lies  
 trudeau did not say a  tariff on our cars would mean the end of canada 
  the us does not subsidize canada 
trump is a liar",177,177_cars_canada_says_made,"['cars', 'canada', 'says', 'made', 'drug', 'reuters', 'canadian', 'could', 'go', 'increase']"
i wonder if trump knows those stryker combat vehicles are made in canada tariff,177,177_cars_canada_says_made,"['cars', 'canada', 'says', 'made', 'drug', 'reuters', 'canadian', 'could', 'go', 'increase']"
 uh dood trump told him he could destory canada with a  tariff on cars and the governor jus sat there ,177,177_cars_canada_says_made,"['cars', 'canada', 'says', 'made', 'drug', 'reuters', 'canadian', 'could', 'go', 'increase']"
 states sue trump claiming his tariff policies are unconstitutional ,178,178_states_administration_brief_policy,"['states', 'administration', 'brief', 'policy', 'governor', 'stop', 'international', 'york', 'gov', 'general']"
a dozen states sue the trump administration to stop tariff policy  via ,178,178_states_administration_brief_policy,"['states', 'administration', 'brief', 'policy', 'governor', 'stop', 'international', 'york', 'gov', 'general']"
"nv joins  states in suing the trump administration to stop tariff policylawsuit challenges trumps claim that he could arbitrarily impose tariffs based on the international emergency economic powers act

gov to potus probably its aint me

",178,178_states_administration_brief_policy,"['states', 'administration', 'brief', 'policy', 'governor', 'stop', 'international', 'york', 'gov', 'general']"
"the states listed as plaintiffs in the lawsuit were oregon arizona colorado connecticut delaware illinois maine minnesota nevada new mexico new york and vermont
",178,178_states_administration_brief_policy,"['states', 'administration', 'brief', 'policy', 'governor', 'stop', 'international', 'york', 'gov', 'general']"
"us states file lawsuit against trump administration over tariff policy

",178,178_states_administration_brief_policy,"['states', 'administration', 'brief', 'policy', 'governor', 'stop', 'international', 'york', 'gov', 'general']"
this just in donald trump intends on slapping twenty five percent tariff on wild fire smoke,179,179_smoke_canadian_constant_border,"['smoke', 'canadian', 'constant', 'border', 'whitehouse', 'mr', 'canada', 'sick', 'st', 'shot']"
"

in western pa we are getting a lot of smoke from the canadian wildfires

please see if you dad can tariff this smoke

this is the second year of canada smoking on us

thanks",179,179_smoke_canadian_constant_border,"['smoke', 'canadian', 'constant', 'border', 'whitehouse', 'mr', 'canada', 'sick', 'st', 'shot']"
wtf are they doing in canada with all those crazy wildfires that are billowing down into america the us needs to tariff carbon smoke coming across the border from canada making everybody sick this is eco terrorism it must stop people are sick as a result put out or pay up,179,179_smoke_canadian_constant_border,"['smoke', 'canadian', 'constant', 'border', 'whitehouse', 'mr', 'canada', 'sick', 'st', 'shot']"
when the smoke from all those canadian wildfires cross the us border i hope canada must pay a tariff that should get us  or  trillion easy   putthatinyourpipe ,179,179_smoke_canadian_constant_border,"['smoke', 'canadian', 'constant', 'border', 'whitehouse', 'mr', 'canada', 'sick', 'st', 'shot']"
 mr burns goes to the whitehouse and got shot down by trump he said nothing of substance making the nonsensical statement meant as a jab at canada about the st state an issue when there was so many important issues to discuss he went to talk tariff the answer was no ,179,179_smoke_canadian_constant_border,"['smoke', 'canadian', 'constant', 'border', 'whitehouse', 'mr', 'canada', 'sick', 'st', 'shot']"
 i think its more than that the liberals are fear mongering people into thinking poilievre is a monster they called a snap election because their ratings were high on the urgency of a trump induced tariff war continues in comments,180,180_conservatives_canadian_linked_lost,"['conservatives', 'canadian', 'linked', 'lost', 'election', 'bigger', 'considering', 'elected', 'majority', 'thinking']"
 no two ways about it trump torpedoed poilievres campaign  i get the tariff war but it was never going to help poilievre and jokes about being a new state were just pointless antagonism of canadian voters,180,180_conservatives_canadian_linked_lost,"['conservatives', 'canadian', 'linked', 'lost', 'election', 'bigger', 'considering', 'elected', 'majority', 'thinking']"
   good points but what happened was poilievre was poised to win with a huge majority then trump bless his sole started threatening with the huge tariffs try to understand that the fooker trudeau killed pensions as he spent canada into egregious inflation so trumps tariff,180,180_conservatives_canadian_linked_lost,"['conservatives', 'canadian', 'linked', 'lost', 'election', 'bigger', 'considering', 'elected', 'majority', 'thinking']"
" mark wef and un puppet carnage  was elected to handle president donald commanderinchief trump  and the tariff situation

some canadian voters thought pierre semper veritas poilievre  wasnt the guy to do it

it appears now ",180,180_conservatives_canadian_linked_lost,"['conservatives', 'canadian', 'linked', 'lost', 'election', 'bigger', 'considering', 'elected', 'majority', 'thinking']"
" imagine if poilievre had won a minority instead trump would still tariff us but pierre would get the blame

it is far more perfect this way i couldnt ask for more",180,180_conservatives_canadian_linked_lost,"['conservatives', 'canadian', 'linked', 'lost', 'election', 'bigger', 'considering', 'elected', 'majority', 'thinking']"
 tariff tard trump ,181,181_tarrifs_tarrif_halt_just,"['tarrifs', 'tarrif', 'halt', 'just', 'orders', 'were', 'happened', 'using', 'doomed', 'already']"
"holy cow  if you want to fuel comments on your post just mention the word trump 
i should also remind everyone that trump and tarrifs are not new  again im just reporting the facts trump used tarrifs during his first term on march   trump announced his intention",181,181_tarrifs_tarrif_halt_just,"['tarrifs', 'tarrif', 'halt', 'just', 'orders', 'were', 'happened', 'using', 'doomed', 'already']"
 tarrifs terrifs are just another distraction point for the us government right now donald trump is not going to fulfill a successful tariff agenda on any country over  move on to the next taco tuesday,181,181_tarrifs_tarrif_halt_just,"['tarrifs', 'tarrif', 'halt', 'just', 'orders', 'were', 'happened', 'using', 'doomed', 'already']"
"tarriffs might just push small business owners into the dnc

tariffs just arent trumps political interest

the white house bet is that using tariff revenue to eliminate income tax for sub k will win the midterms

but a significant part of the population doesnt pay",181,181_tarrifs_tarrif_halt_just,"['tarrifs', 'tarrif', 'halt', 'just', 'orders', 'were', 'happened', 'using', 'doomed', 'already']"
"
trump trumptariff tarrifs tarriffwar vinylrecords records 
tarrifs may affect vinyl manufacturing in usa",181,181_tarrifs_tarrif_halt_just,"['tarrifs', 'tarrif', 'halt', 'just', 'orders', 'were', 'happened', 'using', 'doomed', 'already']"
"in a new article nonres scholar  and junior fellow tani washington unpack the disparate tariff rates african countries are facing from the us the varied african responses and implications for the african growth and opportunity act agoa

",182,182_africa_african_south_importing,"['africa', 'african', 'south', 'importing', 'article', 'nations', 'white', 'suspension', 'intended', 'export']"
"this comes days after the us hit zimbabwe with an  export tax critics say the move is an attempt to appease trump and possibly lift sanctions

lfggggg",182,182_africa_african_south_importing,"['africa', 'african', 'south', 'importing', 'article', 'nations', 'white', 'suspension', 'intended', 'export']"
"president trump news community

should president trump put a large tariff on south africa until they stop the white farmer genocide and land theft in their country",182,182_africa_african_south_importing,"['africa', 'african', 'south', 'importing', 'article', 'nations', 'white', 'suspension', 'intended', 'export']"
"hat tip to  great article 

how african countries are responding to the new us reciprocal tariffs  carnegie endowment for international peace
",182,182_africa_african_south_importing,"['africa', 'african', 'south', 'importing', 'article', 'nations', 'white', 'suspension', 'intended', 'export']"
the significant tariff impact effectively nullifies the benefits of the agoa which was intended to help kickstart manufacturing in subsaharan africa ,182,182_africa_african_south_importing,"['africa', 'african', 'south', 'importing', 'article', 'nations', 'white', 'suspension', 'intended', 'export']"
"deputy prime minister and foreign minister winston peters has sought to silence critics who insist that new zealand should be responding hard and publicly to us president donald trumps tariff policy
",183,183_minister_bn_prime_agriculture,"['minister', 'bn', 'prime', 'agriculture', 'critics', 'new', 'onto', 'short', 'importer', 'military']"
"this is hypocrisy  

despite my country new zealand only levies across all our exports to you a tariff under  you levy us with  tariffs while destabilising many of our main markets in asia pacific you force us to become closer to china which gave us a",183,183_minister_bn_prime_agriculture,"['minister', 'bn', 'prime', 'agriculture', 'critics', 'new', 'onto', 'short', 'importer', 'military']"
"nz needs to put the price up quick x 

uss tn tourism business fears trump slump over tariff turmoil

seven investors with m to spend approved for golden visas so far ",183,183_minister_bn_prime_agriculture,"['minister', 'bn', 'prime', 'agriculture', 'critics', 'new', 'onto', 'short', 'importer', 'military']"
"high ustariff charges by the trumpsky regime that are passed onto the importer then purchaser esp china may create an opportunity for  nz much lower tariff to be an inbetween importer to pass onto us
any thoughts from experts",183,183_minister_bn_prime_agriculture,"['minister', 'bn', 'prime', 'agriculture', 'critics', 'new', 'onto', 'short', 'importer', 'military']"
" america is our friend and ally  how about you retire as nz prime minister to carry on your  tds globalist agenda

at this rate trump will put a  tariff on nz for working with the enemies of usa",183,183_minister_bn_prime_agriculture,"['minister', 'bn', 'prime', 'agriculture', 'critics', 'new', 'onto', 'short', 'importer', 'military']"
   fat poor and stupid is no way to go through life  no offense but k is lower middle class at best especially based on trumps inflation and tariff tax increases ,184,184_savings_individual_tax_possibly,"['savings', 'individual', 'tax', 'possibly', 'income', 'making', 'average', 'benefit', 'billions', 'eat']"
"  lower taxes
if youre a jillionaire

meanwhile the average real kansas family will be saddled with thousands in added expenses from trumps idiotic tariffsthat you voted in favor of

by the way exactly what is the tariff rate today",184,184_savings_individual_tax_possibly,"['savings', 'individual', 'tax', 'possibly', 'income', 'making', 'average', 'benefit', 'billions', 'eat']"
 the gop lies the average tax savings for an individual earning k is possibly  the trump tariff tax will eat up all this benefit  an individual making over million will have a savings of   who really benefits by the republican tax bill  vote them out,184,184_savings_individual_tax_possibly,"['savings', 'individual', 'tax', 'possibly', 'income', 'making', 'average', 'benefit', 'billions', 'eat']"
 my  k has been hurting since the tariff talk started  are lower interest rates for trump  are the tariffs for the us government  taxes will be high and jobs will be lost  authoritarian playbook,184,184_savings_individual_tax_possibly,"['savings', 'individual', 'tax', 'possibly', 'income', 'making', 'average', 'benefit', 'billions', 'eat']"
 k in mean time trump is trashing our economy w ridiculous tariff approach where are you if you cowards dont start defending conservative policy i dont want hear you bitching about dems reclaiming power in a blink basically rolling g out the red carpet for them,184,184_savings_individual_tax_possibly,"['savings', 'individual', 'tax', 'possibly', 'income', 'making', 'average', 'benefit', 'billions', 'eat']"
"the ccp orchestrated a scheme to get chinese nationals to register and vote for the dems the goal was to preserve the demfavored tariff system keeping chinese goods nearly tarifffree as they oppose trumps trade policies

are you outraged

a yes
b no ",185,185_ccp_chinese_barrel_oppose,"['ccp', 'chinese', 'barrel', 'oppose', 'keeping', 'tarifffree', 'communist', 'nd', 'scheme', 'goal']"
 ahh but the chinese tenacity and pride around this issue is leading the ccp right into the trap  we dont want a  tariff free trade deal with china anymore because the imbalance has become too severe and the ip theft and protectionist regs are still unacceptable  if the us,185,185_ccp_chinese_barrel_oppose,"['ccp', 'chinese', 'barrel', 'oppose', 'keeping', 'tarifffree', 'communist', 'nd', 'scheme', 'goal']"
"did you ask yourself why does china gets to flood america with garbage products for a  tariff   also they are sending their communist elite children to us universities

the ccp deserves to collapse 

the trump deal sucks",185,185_ccp_chinese_barrel_oppose,"['ccp', 'chinese', 'barrel', 'oppose', 'keeping', 'tarifffree', 'communist', 'nd', 'scheme', 'goal']"
 thats true however using china as an example isnt a good move the ccp only did that to put themselves in a positive light so people in america forget the fact that the ccp is a communist regime that shouldnt exist trump should tariff the chinese government into the ground,185,185_ccp_chinese_barrel_oppose,"['ccp', 'chinese', 'barrel', 'oppose', 'keeping', 'tarifffree', 'communist', 'nd', 'scheme', 'goal']"
"needs to be part of trump  ccp tariff negotiations 
 
suspected ccp cuba partnership one of the most brazen intelligence operations near us gimenez  

",185,185_ccp_chinese_barrel_oppose,"['ccp', 'chinese', 'barrel', 'oppose', 'keeping', 'tarifffree', 'communist', 'nd', 'scheme', 'goal']"
"   did ur mom pay extra for her import coffee because of the orange bad man

lbj put a  tariff on trucks toyota then built factories in the united states and make all of their pickup trucks in the us

its a forcing function to redomicile manufacturing back to the us",186,186_granted_domestically_produces_live,"['granted', 'domestically', 'produces', 'live', 'consumption', 'met', 'worlds', 'exemption', 'bullshit', 'food']"
 canada has a tariff on coffee yes  our government wants us to pay more for this essential daily need,186,186_granted_domestically_produces_live,"['granted', 'domestically', 'produces', 'live', 'consumption', 'met', 'worlds', 'exemption', 'bullshit', 'food']"
  im with trump just dont tariff coffee there is no made in the usa industry,186,186_granted_domestically_produces_live,"['granted', 'domestically', 'produces', 'live', 'consumption', 'met', 'worlds', 'exemption', 'bullshit', 'food']"
" 

 lavazza an italian coffee maker planning to increase us production from  to  of its us sales to avoid tariffs
 merck announced a new squarefoot facility in delaware linked to tariffdriven incentives
",186,186_granted_domestically_produces_live,"['granted', 'domestically', 'produces', 'live', 'consumption', 'met', 'worlds', 'exemption', 'bullshit', 'food']"
  only tariff on us food is coffee booze and oj i can live without you should do your homework before spouting off bullshit and you boast about spreading truth and awareness that is totally laughable,186,186_granted_domestically_produces_live,"['granted', 'domestically', 'produces', 'live', 'consumption', 'met', 'worlds', 'exemption', 'bullshit', 'food']"
killing the chicken to scare the monkey in trumps tariff war against the world china is taking the lead in going against him many countries are watching the outcome of this game once china fails these countries will immediately kneel before us,187,187_chicken_always_out_backfire,"['chicken', 'always', 'out', 'backfire', 'game', 'many', 'via', 'suggested', 'boycott', 'refuse']"
   no hes wrong because of the facts but lets see if trump chickens out again on july  tariff threats,187,187_chicken_always_out_backfire,"['chicken', 'always', 'out', 'backfire', 'game', 'many', 'via', 'suggested', 'boycott', 'refuse']"
tariff backfire trump freak out after cocacola quietly leaves the us  via ,187,187_chicken_always_out_backfire,"['chicken', 'always', 'out', 'backfire', 'game', 'many', 'via', 'suggested', 'boycott', 'refuse']"
